0.0,0.11764862388372421
0.01,0.11763395369052887
0.02,0.11758992820978165
0.03,0.11751659214496613
0.04,0.11741399019956589
0.05,0.11728215217590332
0.06,0.11712117493152618
0.07,0.11693113297224045
0.08,0.11671214550733566
0.09,0.11646433174610138
0.1,0.11618783324956894
0.11,0.11588279157876968
0.12,0.11554937809705734
0.13,0.11518777906894684
0.14,0.11479822546243668
0.15,0.11438091099262238
0.16,0.11393605917692184
0.17,0.11346393078565598
0.18,0.11296478658914566
0.19,0.11243890970945358
0.2,0.11188662052154541
0.21,0.11130819469690323
0.22,0.11070394515991211
0.23,0.11007425934076309
0.24,0.10941945761442184
0.25,0.1087399274110794
0.26,0.10803603380918503
0.27,0.10730820149183273
0.28,0.10655681043863297
0.29,0.10578232258558273
0.3,0.10498515516519547
0.31,0.10416574776172638
0.32,0.10332458466291428
0.33,0.10246215015649796
0.34,0.10157892853021622
0.35000000000000003,0.10067544132471085
0.36,0.09975218027830124
0.37,0.09880968183279037
0.38,0.09784849733114243
0.39,0.09686916321516037
0.4,0.09587227553129196
0.41000000000000003,0.09485838562250137
0.42,0.09382807463407516
0.43,0.09278196096420288
0.44,0.09172065556049347
0.45,0.09064475446939468
0.46,0.08955489844083786
0.47000000000000003,0.08845173567533493
0.48,0.08733590692281723
0.49,0.08620806038379669
0.5,0.08506887406110764
0.51,0.08391901105642319
0.52,0.08275918662548065
0.53,0.08159004896879196
0.54,0.08041232079267502
0.55,0.07922671735286713
0.56,0.0780339315533638
0.5700000000000001,0.07683469355106354
0.58,0.07562971115112305
0.59,0.07441975921392441
0.6,0.07320554554462433
0.61,0.0719878152012825
0.62,0.07076732814311981
0.63,0.06954482942819595
0.64,0.0683211013674736
0.65,0.06709688156843185
0.66,0.0658729299902916
0.67,0.0646500512957573
0.68,0.06342898309230804
0.6900000000000001,0.06221052631735802
0.7000000000000001,0.06099545955657959
0.71,0.05978455767035484
0.72,0.05857860669493675
0.73,0.0573783777654171
0.74,0.056184686720371246
0.75,0.05499829724431038
0.76,0.05382000282406807
0.77,0.052650582045316696
0.78,0.051490843296051025
0.79,0.05034155771136284
0.8,0.04920352250337601
0.81,0.048077505081892014
0.8200000000000001,0.04696430265903473
0.8300000000000001,0.04586470127105713
0.84,0.0447794646024704
0.85,0.04370937868952751
0.86,0.042655207216739655
0.87,0.041617732495069504
0.88,0.040597714483737946
0.89,0.039595913141965866
0.9,0.03861309960484505
0.91,0.037650011479854584
0.92,0.036707401275634766
0.93,0.035786014050245285
0.9400000000000001,0.03488658741116524
0.9500000000000001,0.03400985524058342
0.96,0.03315653279423714
0.97,0.03232734650373459
0.98,0.03152300417423248
0.99,0.030744213610887527
